RIL_23.02,RIL_294
RIL_294.08,RIL_294
RIL_294.10,RIL_294
RIL_255.11,RIL_255+RIL_294
RIL_250.01,RIL_250
RIL_250.04,RIL_250
RIL_250.08,RIL_250
RIL_250.10,RIL_250
RIL_337.02,RIL_250 (contaminated?)
RIL_150.01,RIL_150
RIL_150.03,RIL_150
RIL_150.04,RIL_150
RIL_150.09,RIL_150
RIL_150.10,RIL_150
RIL_150.11,RIL_150
RIL_93.02,RIL_150
RIL_16.01,RIL_16
RIL_16.04,RIL_16
RIL_16.07,RIL_16
RIL_16.08,RIL_16
RIL_16.10,RIL_16
RIL_16.11,RIL_16
RIL_222.02,RIL_16
RIL_318.03,RIL_16
RIL_150.12,RIL_150-related (SIGCON)
RIL_150.02,RIL_93
RIL_337.03,RIL_93
RIL_93.07,RIL_93
RIL_93.08,RIL_93
RIL_93.09,RIL_93
RIL_93.10,RIL_93
RIL_93.11,RIL_93
RIL_187.10,RIL_187-related (SIGCON)
RIL_187.03,RIL_187
RIL_187.04,RIL_187
RIL_187.08,RIL_187
RIL_187.09,RIL_187
RIL_187.12,RIL_187
RIL_328.03,RIL_187
RIL_46.11,RIL_187
RIL_15.01,RIL_15
RIL_15.03,RIL_15
RIL_15.04,RIL_15
RIL_15.07,RIL_15
RIL_15.08,RIL_15
RIL_15.12,RIL_15
RIL_268.09,RIL_15
RIL_155.02,RIL_15 (contaminated?)
RIL_15.11,RIL_15
RIL_15.02,RIL_155
RIL_155.01,RIL_155
RIL_155.07,RIL_155
RIL_155.08,RIL_155
RIL_155.09,RIL_155
RIL_155.11,RIL_155
RIL_155.12,RIL_155
RIL_155.10,RIL_155 (contaminated?)
RIL_155.04,RIL_155-related (SIGCON)
RIL_207.10,RIL_207 (contaminated?)
RIL_207.01,RIL_207
RIL_207.04,RIL_207
RIL_207.08,RIL_207
RIL_207.09,RIL_207
RIL_207.12,RIL_207
RIL_207.11,RIL_207
RIL_281.07,RIL_176+RIL_207
RIL_15.10,(SIGCON)
RIL_154.01,RIL_154
RIL_154.04,RIL_154
RIL_154.08,RIL_154
RIL_154.09,RIL_154
RIL_154.10,RIL_154
RIL_154.11,RIL_154
RIL_154.12,RIL_154
RIL_154.07,RIL_31+RIL_154
RIL_183.01,RIL_183
RIL_183.03,RIL_183
RIL_183.07,RIL_183
RIL_183.08,RIL_183
RIL_183.10,RIL_183
RIL_183.11,RIL_183
RIL_183.12,RIL_183
RIL_175.10,(SIGCON)
RIL_16.02,RIL_174 (contaminated?)
RIL_174.03,RIL_174
RIL_174.08,RIL_174
RIL_174.09,RIL_174
RIL_174.10,RIL_174
RIL_174.11,RIL_174
RIL_204.03,RIL_204
RIL_204.04,RIL_204
RIL_204.07,RIL_204
RIL_204.08,RIL_204
RIL_204.09,RIL_204
RIL_204.10,RIL_204
RIL_204.11,RIL_204
RIL_222.01,RIL_222
RIL_222.08,RIL_222
RIL_222.12,RIL_222
RIL_359.03,RIL_222
RIL_222.07,RIL_222
RIL_222.10,RIL_222
RIL_222.11,RIL_222
RIL_16.12,(SIGCON)
RIL_164.02,(SIGCON)
RIL_164.03,RIL_267
RIL_267.01,RIL_267
RIL_267.04,RIL_267
RIL_267.08,RIL_267
RIL_267.09,RIL_267
RIL_267.11,RIL_267
RIL_267.12,RIL_267
RIL_267.10,RIL_267 (contaminated?)
RIL_164.11,RIL_68/RIL_347
RIL_347.03,RIL_68/RIL_347
RIL_347.11,RIL_68/RIL_347
RIL_347.12,RIL_68/RIL_347
RIL_68.01,RIL_68/RIL_347
RIL_68.07,RIL_68/RIL_347
RIL_68.12,RIL_68/RIL_347
RIL_25.11,RIL_68/RIL_347-related (SIGCON)
RIL_166.01,RIL_166
RIL_166.07,RIL_166
RIL_166.08,RIL_166
RIL_166.09,RIL_166
RIL_166.12,RIL_166
RIL_284.03,RIL_166
RIL_256.02,RIL_166 (contaminated?)
RIL_166.10,RIL_166
RIL_66.11,RIL_166-related (SIGCON)
RIL_311.04,RIL_166-related (SIGCON)
RIL_166.04,RIL_311-related (SIGCON)
RIL_311.07,RIL_311
RIL_311.09,RIL_311
RIL_311.11,RIL_311
RIL_171.01,RIL_171
RIL_171.03,RIL_171
RIL_171.08,RIL_171
RIL_171.10,RIL_171
RIL_171.12,RIL_171
RIL_70.02,RIL_171
RIL_70.07,RIL_171
RIL_171.09,RIL_171
RIL_205.11,RIL_171-related (SIGCON)
RIL_171.04,RIL_65
RIL_256.03,RIL_65
RIL_65.01,RIL_65
RIL_65.02,RIL_65
RIL_65.09,RIL_65
RIL_65.10,RIL_65
RIL_65.11,RIL_65
RIL_65.12,RIL_65
RIL_171.07,RIL_7
RIL_7.01,RIL_7
RIL_7.04,RIL_7
RIL_7.08,RIL_7
RIL_7.09,RIL_7
RIL_7.10,RIL_7
RIL_7.11,RIL_7
RIL_7.12,RIL_7
RIL_76.02,RIL_7
RIL_171.11,RIL_52/RIL_53
RIL_259.07,RIL_52/RIL_53
RIL_31.02,RIL_52/RIL_53
RIL_52.01,RIL_52/RIL_53
RIL_52.03,RIL_52/RIL_53
RIL_52.04,RIL_52/RIL_53
RIL_52.08,RIL_52/RIL_53
RIL_52.09,RIL_52/RIL_53
RIL_52.10,RIL_52/RIL_53
RIL_53.04,RIL_52/RIL_53
RIL_53.07,RIL_52/RIL_53
RIL_53.08,RIL_52/RIL_53
RIL_53.09,RIL_52/RIL_53
RIL_53.12,RIL_52/RIL_53
RIL_63.11,RIL_52/RIL_53
RIL_65.04,RIL_52/RIL_53
RIL_184.02,RIL_52/RIL_53 (contaminated?)
RIL_53.01,RIL_52/RIL_53 (contaminated?)
RIL_174.02,RIL_376-related (SIGCON)
RIL_376.01,RIL_376
RIL_376.03,RIL_376
RIL_376.07,RIL_376
RIL_376.08,RIL_376
RIL_376.10,RIL_376
RIL_376.11,RIL_376
RIL_376.12,RIL_376
RIL_21.04,RIL_376-related (SIGCON)
RIL_303.03,RIL_363
RIL_363.01,RIL_363
RIL_363.04,RIL_363
RIL_363.07,RIL_363
RIL_363.10,RIL_363
RIL_363.11,RIL_363
RIL_363.12,RIL_363
RIL_36.10,RIL_36/RIL_41-related (SIGCON)
RIL_41.10,RIL_36/RIL_41 (contaminated?)
RIL_223.07,RIL_36/RIL_41
RIL_229.02,RIL_36/RIL_41
RIL_36.01,RIL_36/RIL_41
RIL_36.08,RIL_36/RIL_41
RIL_36.12,RIL_36/RIL_41
RIL_360.03,RIL_36/RIL_41
RIL_41.01,RIL_36/RIL_41
RIL_41.04,RIL_36/RIL_41
RIL_41.08,RIL_36/RIL_41
RIL_41.09,RIL_36/RIL_41
RIL_41.12,RIL_36/RIL_41
RIL_9.07,"RIL_36/RIL_41 (based on contam patterns, this one is 41)"
RIL_36.11,RIL_36/RIL_41
RIL_41.11,RIL_36/RIL_41 (contaminated?)
RIL_175.11,RIL_373 (SIGCON)
RIL_332.02,RIL_373
RIL_373.01,RIL_373
RIL_373.04,RIL_373
RIL_373.08,RIL_373
RIL_373.10,RIL_373
RIL_373.12,RIL_373
RIL_52.07,RIL_373
RIL_176.01,RIL_176
RIL_176.02,RIL_176
RIL_176.03,RIL_176
RIL_176.04,RIL_176
RIL_176.08,RIL_176
RIL_176.10,RIL_176
RIL_176.11,RIL_176
RIL_176.12,RIL_176
RIL_46.09,RIL_176 (contaminated?)
RIL_176.09,RIL_176 (contaminated?)
RIL_303.07,RIL_176+RIL_207
RIL_18.02,RIL_206
RIL_206.01,RIL_206
RIL_206.04,RIL_206
RIL_206.08,RIL_206
RIL_206.09,RIL_206
RIL_206.10,RIL_206
RIL_206.12,RIL_206
RIL_285.07,RIL_206+RIL_281
RIL_18.11,RIL_355 PLUS RIL_331/RIL_339/RIL_18 (SIGCON)
RIL_355.01,RIL_355
RIL_355.04,RIL_355
RIL_355.07,RIL_355
RIL_355.09,RIL_355
RIL_355.10,RIL_355
RIL_355.12,RIL_355
RIL_182.01,RIL_182
RIL_182.03,RIL_182
RIL_182.04,RIL_182
RIL_182.08,RIL_182
RIL_182.12,RIL_182
RIL_182.11,RIL_182
RIL_182.02,RIL_63 (contaminated?)
RIL_235.02,RIL_66
RIL_63.01,RIL_63
RIL_63.03,RIL_63
RIL_63.04,RIL_63
RIL_63.07,RIL_63
RIL_63.08,RIL_63
RIL_63.10,RIL_63
RIL_63.12,RIL_63
RIL_66.01,RIL_66
RIL_66.03,RIL_66
RIL_66.04,RIL_66
RIL_66.07,RIL_66
RIL_66.08,RIL_66
RIL_66.09,RIL_66
RIL_66.12,RIL_66
RIL_281.11,RIL_66-related (SIGCON)
RIL_284.11,RIL_63-related (SIGCON)
RIL_182.07,RIL_2+RIL_25
RIL_41.07,RIL_2+RIL_25
RIL_318.10,(SIGCON)
RIL_187.11,RIL_357-related (SIGCON)
RIL_215.02,RIL_357-related (SIGCON)
RIL_357.01,RIL_357
RIL_357.04,RIL_357
RIL_357.07,RIL_357
RIL_357.08,RIL_357
RIL_357.09,RIL_357
RIL_53.03,RIL_357
RIL_357.12,RIL_357 (contaminated?)
RIL_190.02,RIL_380-related (SIGCON)
RIL_380.01,RIL_380
RIL_380.04,RIL_380
RIL_380.08,RIL_380
RIL_380.11,RIL_380
RIL_380.12,RIL_380
RIL_193.02,RIL_264-related (SIGCON)
RIL_213.03,RIL_264
RIL_264.01,RIL_264
RIL_264.04,RIL_264
RIL_264.07,RIL_264
RIL_264.10,RIL_264
RIL_264.12,RIL_264
RIL_346.11,RIL_264-related (SIGCON)
RIL_223.03,RIL_301
RIL_301.01,RIL_301
RIL_301.02,RIL_301
RIL_301.04,RIL_301
RIL_301.09,RIL_301
RIL_301.10,RIL_301
RIL_301.12,RIL_301
RIL_301.11,RIL_301
RIL_199.01,RIL_199
RIL_199.02,RIL_199
RIL_199.03,RIL_199
RIL_199.04,RIL_199
RIL_199.08,RIL_199
RIL_199.09,RIL_199
RIL_199.11,RIL_199
RIL_199.12,RIL_199
RIL_346.07,RIL_199
RIL_199.07,RIL_223
RIL_223.01,RIL_223
RIL_223.04,RIL_223
RIL_223.08,RIL_223
RIL_223.10,RIL_223
RIL_223.12,RIL_223
RIL_52.11,RIL_223-related (SIGCON)
RIL_199.10,(very low coverage)
RIL_303.10,(very low coverage)
RIL_2.02,(SIGCON)
RIL_2.04,RIL_30-related (SIGCON)
RIL_265.09,RIL_30
RIL_30.01,RIL_30
RIL_30.07,RIL_30
RIL_30.08,RIL_30
RIL_30.10,RIL_30
RIL_30.11,RIL_30
RIL_205.01,RIL_205
RIL_205.04,RIL_205
RIL_205.07,RIL_205
RIL_205.10,RIL_205
RIL_205.12,RIL_205
RIL_337.09,RIL_205
RIL_53.11,RIL_205-related (SIGCON)
RIL_206.07,RIL_80 (contaminated?)
RIL_328.11,RIL_80
RIL_80.01,RIL_80
RIL_80.03,RIL_80
RIL_80.04,RIL_80
RIL_80.08,RIL_80
RIL_80.09,RIL_80
RIL_80.10,RIL_80
RIL_80.12,RIL_80
RIL_328.10,(SIGCON)
RIL_206.11,(low coverage)
RIL_207.02,RIL_300
RIL_212.03,RIL_300
RIL_300.01,RIL_300
RIL_300.04,RIL_300
RIL_300.08,RIL_300
RIL_300.09,RIL_300
RIL_300.10,RIL_300
RIL_300.11,RIL_300
RIL_300.12,RIL_300
RIL_80.07,RIL_300
RIL_207.07,RIL_76+RIL_229
RIL_270.02,RIL_76 (contaminated?)
RIL_339.04,RIL_76
RIL_76.03,RIL_76
RIL_76.04,RIL_76
RIL_76.08,RIL_76
RIL_76.09,RIL_76
RIL_76.11,RIL_76
RIL_31.01,RIL_31
RIL_31.07,RIL_31
RIL_31.08,RIL_31
RIL_31.09,RIL_31
RIL_31.10,RIL_31
RIL_31.12,RIL_31
RIL_353.11,RIL_31
RIL_31.04,RIL_31 (contaminated?)
RIL_208.02,RIL_21-related (SIGCON)
RIL_21.01,RIL_21
RIL_21.10,RIL_21
RIL_21.11,RIL_21
RIL_21.12,RIL_21
RIL_21.09,RIL_21
RIL_376.04,RIL_21-related (SIGCON)
RIL_208.03,RIL_208
RIL_208.07,RIL_208
RIL_208.11,RIL_208
RIL_208.12,RIL_208
RIL_21.02,RIL_208
RIL_36.04,RIL_208 (contaminated?)
RIL_208.04,RIL_208-related (SIGCON)
RIL_208.09,(very low coverage)
RIL_208.10,(SIGCON)
RIL_21.03,RIL_215
RIL_215.01,RIL_215
RIL_215.04,RIL_215
RIL_215.07,RIL_215
RIL_215.12,RIL_215
RIL_355.11,RIL_215
RIL_215.09,(very low coverage)
RIL_211.01,RIL_211
RIL_211.04,RIL_211
RIL_211.08,RIL_211
RIL_211.10,RIL_211
RIL_211.11,RIL_211
RIL_211.12,RIL_211
RIL_353.02,RIL_211
RIL_211.02,RIL_211 (contaminated?)
RIL_211.03,RIL_211-related (SIGCON)
RIL_344.01,RIL_344
RIL_344.03,RIL_344
RIL_344.04,RIL_344
RIL_344.07,RIL_344
RIL_344.08,RIL_344
RIL_344.09,RIL_344
RIL_344.10,RIL_344
RIL_344.12,RIL_344
RIL_332.01,RIL_332
RIL_332.04,RIL_332
RIL_332.09,RIL_332
RIL_332.10,RIL_332
RIL_332.11,RIL_332
RIL_332.12,RIL_332
RIL_212.04,RIL_212 (seg A03)
RIL_212.10,RIL_212 (seg A03)
RIL_212.07,RIL_212 (seg A03)
RIL_212.08,RIL_212 (seg A03)
RIL_212.12,RIL_212 (seg A03)
RIL_290.02,RIL_212 (seg A03)
RIL_300.03,RIL_212 (seg A03)
RIL_212.11,RIL_212 (seg A03) (contaminated?)
RIL_277.01,RIL_277
RIL_277.11,RIL_277
RIL_277.12,RIL_277
RIL_277.08,RIL_277 (contaminated)
RIL_213.09,RIL_243
RIL_243.01,RIL_243
RIL_243.02,RIL_243
RIL_243.04,RIL_243
RIL_243.07,RIL_243
RIL_329.03,RIL_243
RIL_250.11,RIL_243 (contaminated?)
RIL_215.10,(SIGCON)
RIL_222.03,RIL_359
RIL_300.07,RIL_359
RIL_359.02,RIL_359
RIL_359.04,RIL_359
RIL_359.09,RIL_359
RIL_359.10,RIL_359
RIL_359.11,RIL_359
RIL_359.12,RIL_359
RIL_225.01,RIL_225
RIL_225.03,RIL_225
RIL_225.07,RIL_225
RIL_225.10,RIL_225
RIL_225.11,RIL_225
RIL_225.12,RIL_225
RIL_225.08,RIL_225
RIL_225.02,RIL_340
RIL_340.01,RIL_340
RIL_340.03,RIL_340
RIL_340.04,RIL_340
RIL_340.09,RIL_340
RIL_340.10,RIL_340
RIL_340.11,RIL_340
RIL_228.03,RIL_265
RIL_265.01,RIL_265
RIL_265.04,RIL_265
RIL_265.10,RIL_265
RIL_265.11,RIL_265
RIL_265.12,RIL_265
RIL_281.02,RIL_265
RIL_265.08,RIL_265
RIL_228.07,RIL_281+RIL_303
RIL_303.01,RIL_303
RIL_303.08,RIL_303
RIL_303.11,RIL_303
RIL_331.02,RIL_303
RIL_363.03,RIL_303
RIL_229.07,RIL_73+RIL_267
RIL_76.07,RIL_73+RIL_267
RIL_73.02,RIL_73
RIL_73.04,RIL_73
RIL_73.08,RIL_73
RIL_73.09,RIL_73
RIL_73.11,RIL_73
RIL_73.12,RIL_73
RIL_IMB211.03,RIL_73
RIL_73.10,RIL_73
RIL_23.04,RIL_23
RIL_23.07,RIL_23
RIL_23.09,RIL_23
RIL_23.11,RIL_23
RIL_23.12,RIL_23
RIL_256.08,RIL_256 (contaminated?)
RIL_256.09,RIL_256
RIL_256.10,RIL_256
RIL_256.11,RIL_256
RIL_264.03,RIL_256
RIL_332.07,RIL_256
RIL_256.12,RIL_256 (contaminated?)
RIL_232.01,RIL_232
RIL_232.02,RIL_232
RIL_232.04,RIL_232
RIL_232.07,RIL_232
RIL_232.09,RIL_232
RIL_232.10,RIL_232
RIL_232.11,RIL_232
RIL_232.12,RIL_232
RIL_234.04,RIL_234
RIL_234.07,RIL_234
RIL_264.09,RIL_234
RIL_264.11,RIL_234
RIL_234.08,RIL_240-related (SIGCON)
RIL_240.01,RIL_240
RIL_240.03,RIL_240
RIL_240.07,RIL_240
RIL_240.08,RIL_240
RIL_240.09,RIL_240
RIL_240.10,RIL_240
RIL_240.12,RIL_240
RIL_373.11,RIL_240
RIL_240.04,RIL_240 (contaminated?)
RIL_7.02,RIL_240 (contaminated?)
RIL_235.07,RIL_235
RIL_235.09,RIL_235
RIL_235.11,RIL_235
RIL_235.12,RIL_235
RIL_66.02,RIL_235 (contaminated?)
RIL_248.01,RIL_248 (seg A05/A06)
RIL_248.02,RIL_248 (seg A05/A06)
RIL_248.03,RIL_248 (seg A05/A06)
RIL_248.04,RIL_248 (seg A05/A06)
RIL_248.09,RIL_248 (seg A05/A06)
RIL_248.11,RIL_248 (seg A05/A06)
RIL_248.08,RIL_248 (seg A05/A06)
RIL_248.12,RIL_248 (seg A05/A06)
RIL_242.07,RIL_70
RIL_294.11,RIL_70
RIL_70.01,RIL_70
RIL_70.04,RIL_70
RIL_70.08,RIL_70
RIL_70.10,RIL_70
